Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Naive Thymus-Derived CD4-positive, Alpha-Beta T cell - Blood	3/102	0.025616152313569947	0.14920670624645263	0	0	4.952917605810168	18.15012593509918	LCK;GZMA;CD3D
Naive Thymus-Derived CD8-positive, Alpha-Beta T cell - Blood	3/102	0.025616152313569947	0.14920670624645263	0	0	4.952917605810168	18.15012593509918	LCK;GZMA;CD3D
Central Memory CD8-positive, Alpha-Beta T cell - Respiratory System	3/102	0.025616152313569947	0.14920670624645263	0	0	4.952917605810168	18.15012593509918	KLRK1;GZMA;CD3D
Naive B cell - Bone Marrow	3/102	0.025616152313569947	0.14920670624645263	0	0	4.952917605810168	18.15012593509918	FCER2;LCK;BTLA
Cytotoxic T cell - Skin	3/102	0.025616152313569947	0.14920670624645263	0	0	4.952917605810168	18.15012593509918	LCK;GZMA;CD3D
B cell - Skin	3/102	0.025616152313569947	0.14920670624645263	0	0	4.952917605810168	18.15012593509918	GZMA;BTLA;CD3D
CD8+ T - Small Intestine	3/103	0.026268243948455512	0.14920670624645263	0	0	4.903140495867769	17.844462670035135	GZMA;STAT4;CD3D
CD8 TRm (Residence memory) - Liver	3/103	0.026268243948455512	0.14920670624645263	0	0	4.903140495867769	17.844462670035135	LCK;GZMA;HLA-DOA
Exc L6 FEZF2 POGK - Brain	3/103	0.026268243948455512	0.14920670624645263	0	0	4.903140495867769	17.844462670035135	NUP107;DPH5;TSR1
Plasmacytoid Dendritic Cell, human - Blood	3/103	0.026268243948455512	0.14920670624645263	0	0	4.903140495867769	17.844462670035135	KLRK1;LCK;GZMA
T-helper 1 cell - Skin	3/103	0.026268243948455512	0.14920670624645263	0	0	4.903140495867769	17.844462670035135	GZMA;HLA-DOA;CD3D
Regulatory T cell - Skin	3/103	0.026268243948455512	0.14920670624645263	0	0	4.903140495867769	17.844462670035135	LCK;GZMA;CD3D
Group 2 Innate Lymphoid cell - Skin	3/103	0.026268243948455512	0.14920670624645263	0	0	4.903140495867769	17.844462670035135	LCK;GZMA;CD3D
Group 3 Innate Lymphoid cell - Skin	3/103	0.026268243948455512	0.14920670624645263	0	0	4.903140495867769	17.844462670035135	LCK;GZMA;CD3D
Inh L1 SST P4HA3 - Brain	3/103	0.026268243948455512	0.14920670624645263	0	0	4.903140495867769	17.844462670035135	DPY19L4;SUCLG2;AMOTL1
Natural Killer cell - Liver	3/104	0.026929204223360596	0.14920670624645263	0	0	4.8543490712707635	17.546257932841396	LCK;GZMA;HLA-DOA
Natural Killer cell - Respiratory System	3/104	0.026929204223360596	0.14920670624645263	0	0	4.8543490712707635	17.546257932841396	KLRK1;GZMA;CD3D
Cytotoxic T cell - Lymph Node	3/104	0.026929204223360596	0.14920670624645263	0	0	4.8543490712707635	17.546257932841396	GZMA;STAT4;CD3D
Eomes Low Liver NK cell - Liver	3/105	0.02759902601569203	0.14920670624645263	0	0	4.8065143412737	17.25526534259375	LCK;GZMA;HLA-DOA
TBet Low Liver NK cell - Liver	3/105	0.02759902601569203	0.14920670624645263	0	0	4.8065143412737	17.25526534259375	LCK;GZMA;HLA-DOA
Regulatory T cell - Blood	3/105	0.02759902601569203	0.14920670624645263	0	0	4.8065143412737	17.25526534259375	LCK;GZMA;CD3D
Plasmacytoid Dendritic cell - Respiratory System	3/105	0.02759902601569203	0.14920670624645263	0	0	4.8065143412737	17.25526534259375	GZMA;HLA-DOA;CD3D
Monocytoid B Cell - Lymph Node	3/105	0.02759902601569203	0.14920670624645263	0	0	4.8065143412737	17.25526534259375	FCER2;HLA-DOA;CD3D
Double Negative Thymocyte 3 - Thoracic Thymus	3/106	0.028277701186662695	0.14920670624645263	0	0	4.759608440985317	16.97124885454018	TFDP2;LCK;CD3D
Natural Killer cell - Spleen	3/106	0.028277701186662695	0.14920670624645263	0	0	4.759608440985317	16.97124885454018	KLRK1;GZMA;KIR2DL4
CD4-positive, Alpha-Beta Cytotoxic T cell - Thoracic Thymus	3/107	0.0289652205979106	0.14920670624645263	0	0	4.7136045772409405	16.69398223436117	RNF144B;GZMA;HLA-DOA
Naive Thymus-Derived CD4-positive, Alpha-Beta T cell - Lymph Node	3/107	0.0289652205979106	0.14920670624645263	0	0	4.7136045772409405	16.69398223436117	LCK;STAT4;CD3D
T-helper 17 cell - Lymph Node	3/107	0.0289652205979106	0.14920670624645263	0	0	4.7136045772409405	16.69398223436117	GZMA;STAT4;CD3D
Naive Thymus-Derived CD8-positive, Alpha-Beta T cell - Lymph Node	3/107	0.0289652205979106	0.14920670624645263	0	0	4.7136045772409405	16.69398223436117	LCK;STAT4;CD3D
Gamma-Delta T cell - Thoracic Thymus	3/108	0.029661574133330947	0.14920670624645263	0	0	4.668476977567886	16.42324856295764	LCK;WHAMM;CD3D
Naive B cell - Lymph Node	3/108	0.029661574133330947	0.14920670624645263	0	0	4.668476977567886	16.42324856295764	FCER2;HLA-DOA;KMO
CD4 T Cell Effector Memory CD45RA - Blood	3/110	0.031080738345113452	0.14954790044315458	0	0	4.580752297829613	15.900556199889282	LCK;GZMA;CD3D
Double Negative Thymocyte 4 - Thoracic Thymus	3/110	0.031080738345113452	0.14954790044315458	0	0	4.580752297829613	15.900556199889282	TFDP2;LCK;CD3D
Follicular Dendritic cell - Lymph Node	3/110	0.031080738345113452	0.14954790044315458	0	0	4.580752297829613	15.900556199889282	FCER2;HLA-DOA;KMO
CD4 T Cell Effector Memory CD45RA - Bone Marrow	3/112	0.03253509396901907	0.15213593236217365	0	0	4.4962468723936615	15.401605711822105	LCK;GZMA;CD3D
Natural Killer cell - Lymph Node	3/112	0.03253509396901907	0.15213593236217365	0	0	4.4962468723936615	15.401605711822105	KLRK1;LCK;CD3D
CD4 T Cell memory - Blood	3/117	0.03632415979906574	0.16749473685124755	0	0	4.297955632883863	14.248892826080787	LCK;GZMA;CD3D
T cell - Respiratory System	2/100	0.12780862542092375	0.36916459248450934	0	0	3.308464369354299	6.806243198091332	GZMA;CD3D
Dendritic Cell, human - Kidney	2/100	0.12780862542092375	0.36916459248450934	0	0	3.308464369354299	6.806243198091332	GZMA;CD3D
Plasmacytoid Dendritic cell - Liver	2/101	0.12988611544383763	0.36916459248450934	0	0	3.2748799470110947	6.684348445792661	P2RX7;HLA-DOA
Non-Classical monocyte - Kidney	2/101	0.12988611544383763	0.36916459248450934	0	0	3.2748799470110947	6.684348445792661	GZMA;CD3D
Natural Killer cell - Kidney	2/101	0.12988611544383763	0.36916459248450934	0	0	3.2748799470110947	6.684348445792661	GZMA;CD3D
CD8+ T-cells - Fallopian Tube	2/101	0.12988611544383763	0.36916459248450934	0	0	3.2748799470110947	6.684348445792661	GZMA;CD3D
CD4+ T-cell - Fallopian Tube	2/101	0.12988611544383763	0.36916459248450934	0	0	3.2748799470110947	6.684348445792661	GZMA;CD3D
hepatocyte - Liver	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	SEC14L2;KMO
CD4-positive, Alpha-Beta T cell - Liver	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	GZMA;HLA-DOA
Endometrial Epithelial Cells - Placenta	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	SLC20A2;ZBTB2
B cell - Pancreas	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	P2RX7;GZMA
granulocyte - Respiratory System	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	GZMA;CD3D
Naive Thymus-Derived CD4-positive, Alpha-Beta T cell - Respiratory System	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	GZMA;CD3D
Central Memory CD4-positive, Alpha-Beta T cell - Respiratory System	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	GZMA;CD3D
Mature NK T cell - Kidney	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	GZMA;CD3D
Precursor B cell - Bone Marrow	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	FCER2;LCK
Perivascular Support cell - Uterus	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	BAG2;CKB
Naive B cell - Thoracic Thymus	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	FCER2;HLA-DOA
Cardiac Pacemaker Cell Of Sinoatrial node - Heart	2/102	0.13197151602605595	0.36916459248450934	0	0	3.241967213114754	6.565532041600689	RNF34;TFDP2
Inh L5-6 SST DNAJC14 - Brain	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	TRAF3IP2;TLN2
Exc L2-3 RORB CCDC68 - Brain	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	TRAF3IP2;AMOTL1
Mononuclear Cytotrophoblast cell - Placenta	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	AMOTL1;AMOT
macrophage - Pancreas	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	NSMCE2;MRPL24
Immature Conventional Dendritic cell - Blood	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	FCER2;HLA-DOA
Resident Memory CD8 T cell - Respiratory System	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	GZMA;CD3D
B cell - Kidney	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	GZMA;CD3D
Natural Killer cell - Skin	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	GZMA;CD3D
Plasmacytoid Dendritic Cell, human - Bone Marrow	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	GZMA;IQCE
Immature Conventional Dendritic cell - Bone Marrow	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	LCK;RAB12
Double-Positive, Alpha-Beta thymocyte - Thoracic Thymus	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	TFDP2;CD3D
Inh L1 PVALB SST ASIC4 - Brain	2/103	0.13406465141513857	0.36916459248450934	0	0	3.2097062165232915	6.449689983810027	INTS6;NCKAP5
Exc L5 THEMIS SLC22A18 - Brain	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	RASSF8;PIK3C2A
Endothelial cell - Placenta	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	BCL3;AGAP3
Placental Microvascular Endothelial Cells - Placenta	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	BCL3;AGAP3
T cell - Pancreas	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	GZMA;CD3D
Corneal Epithelial cell - Eye	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	NUP205;NUP107
B cell - Respiratory System	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	GZMA;CD3D
Naive Thymus-Derived CD8-positive, Alpha-Beta T cell - Respiratory System	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	GZMA;CD3D
Uterine Natural Killer cell - Uterus	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	MORN3;CKB
Immature NK T cell - Thoracic Thymus	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	GZMA;CD3D
Group 3 Innate Lymphoid Cell, human - Spleen	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	KLRK1;STAT4
T Follicular Regulatory Cell - Lymph Node	2/104	0.13616534774001818	0.36916459248450934	0	0	3.178077788492446	6.336722710319434	STAT4;CD3D
Pancreatic A cell - Pancreas	2/105	0.1382734328925522	0.36916459248450934	0	0	3.1470635046952093	6.226534871738894	SSTR2;GRIA3
Uterine Smooth Muscle cell - Uterus	2/105	0.1382734328925522	0.36916459248450934	0	0	3.1470635046952093	6.226534871738894	BAG2;CKB
Gamma-Delta T cell - Spleen	2/105	0.1382734328925522	0.36916459248450934	0	0	3.1470635046952093	6.226534871738894	LCK;CD3D
plasmablast - Lymph Node	2/105	0.1382734328925522	0.36916459248450934	0	0	3.1470635046952093	6.226534871738894	FCER2;STAT4
CD8-positive, Alpha-Beta Memory T Cell, CD45RO-positive - Liver	2/106	0.14038873666492963	0.36916459248450934	0	0	3.1166456494325345	6.119035112343955	LCK;HLA-DOA
Hematopoietic Stem cell - Bone Marrow	2/106	0.14038873666492963	0.36916459248450934	0	0	3.1166456494325345	6.119035112343955	SMARCD3;TLN2
CD8aa(I) thymocyte - Thoracic Thymus	2/106	0.14038873666492963	0.36916459248450934	0	0	3.1166456494325345	6.119035112343955	LCK;CD3D
Centrocyte - Lymph Node	2/106	0.14038873666492963	0.36916459248450934	0	0	3.1166456494325345	6.119035112343955	FCER2;KMO
Gamma-Delta T cell - Lymph Node	2/106	0.14038873666492963	0.36916459248450934	0	0	3.1166456494325345	6.119035112343955	LCK;CD3D
Double Negative Thymocyte 2 - Thoracic Thymus	2/107	0.1425110905619556	0.36916459248450934	0	0	3.086807181889149	6.014135871509714	LCK;CD3D
CD8-positive, Alpha-Beta Memory T cell - Thoracic Thymus	2/107	0.1425110905619556	0.36916459248450934	0	0	3.086807181889149	6.014135871509714	GZMA;CD3D
T Follicular Helper cell - Lymph Node	2/107	0.1425110905619556	0.36916459248450934	0	0	3.086807181889149	6.014135871509714	STAT4;CD3D
Plasmacytoid Dendritic Cell, human - Lymph Node	2/107	0.1425110905619556	0.36916459248450934	0	0	3.086807181889149	6.014135871509714	HLA-DOA;KMO
CD8aa(II) thymocyte - Thoracic Thymus	2/108	0.14464032788857067	0.36916459248450934	0	0	3.057531704299412	5.911753190797638	LCK;CD3D
T-helper 1 cell - Lymph Node	2/108	0.14464032788857067	0.36916459248450934	0	0	3.057531704299412	5.911753190797638	STAT4;CD3D
T-helper 2 cell - Lymph Node	2/108	0.14464032788857067	0.36916459248450934	0	0	3.057531704299412	5.911753190797638	STAT4;CD3D
Plasma cell - Thoracic Thymus	2/109	0.1467762837589013	0.36916459248450934	0	0	3.0288034318982686	5.811806534212386	FCER2;HLA-DOA
CD4-positive, Alpha-Beta Memory T cell - Thoracic Thymus	2/109	0.1467762837589013	0.36916459248450934	0	0	3.0288034318982686	5.811806534212386	RNF144B;BTLA
T-helper 17 cell - Thoracic Thymus	2/110	0.14891879499492633	0.37173714239334993	0	0	3.0006071645415906	5.714218621208978	RORA;CD3D
CD4 T Cell memory - Bone Marrow	2/118	0.1662758634342787	0.41196706462821286	0	0	2.7925381571509327	5.010112372843882	LCK;CD3D
Lymphocyte Of Large Intestine Lamina propria - Large Intestine	2/119	0.1684703117361841	0.4143121740475046	0	0	2.7685301947597027	4.930740472380064	KLRK1;CD3D
Immature B cell - Blood	1/100	0.4639232772068564	0.5041911041068634	0	0	1.6241274533957462	1.2473885010387038	FCER2
Kidney Loop Of Henle Thick Ascending Limb Epithelial cell - Kidney	1/100	0.4639232772068564	0.5041911041068634	0	0	1.6241274533957462	1.2473885010387038	GIPC2
Kidney Loop Of Henle Cortical Thick Ascending Limb Epithelial cell - Kidney	1/100	0.4639232772068564	0.5041911041068634	0	0	1.6241274533957462	1.2473885010387038	GIPC2
monocyte - Kidney	1/100	0.4639232772068564	0.5041911041068634	0	0	1.6241274533957462	1.2473885010387038	GZMA
neutrophil - Kidney	1/100	0.4639232772068564	0.5041911041068634	0	0	1.6241274533957462	1.2473885010387038	GZMA
B cell - Spleen	1/100	0.4639232772068564	0.5041911041068634	0	0	1.6241274533957462	1.2473885010387038	FCER2
pericyte - Heart	1/100	0.4639232772068564	0.5041911041068634	0	0	1.6241274533957462	1.2473885010387038	SLC25A4
plasma - Small Intestine	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	GIPC2
Columnar/Cuboidal Epithelial cell - Liver	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	HLA-DOA
Multinuclear osteoclast - Knee	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	OSBPL3
Astro L1-6 FGFR3 AQP1 - Brain	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	NUP205
Pancreatic Acinar cell - Pancreas	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	MRPL24
Diffuse Bipolar 1 (DB1) - Eye	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	KIR2DL4
Dendritic cell - Pancreas	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	P2RX7
Rod Bipolar cell - Eye	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	SUCLG2
Secondary Lens fiber - Eye	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	IQCE
Corneal Endothelial cell - Eye	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	RASSF8
Naive B cell - Blood	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	FCER2
Serous Cell Of Epithelium Of trachea - Respiratory System	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	HLA-DOA
Glomerular Visceral Epithelial cell - Kidney	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	GIPC2
Epithelial Cell Of Proximal tubule - Kidney	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	GIPC2
Type II pneumocyte - Respiratory System	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	HLA-DOA
Endothelial cell - Kidney	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	GIPC2
Kidney Granular cell - Kidney	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	GIPC2
Melanocyte Of skin - Skin	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	P2RX7
Type I Cell Of Carotid body - Skin	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	ESPN
Memory B cell - Spleen	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	FCER2
Class Switched Memory B cell - Spleen	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	FCER2
Splenic White Pulp macrophage - Spleen	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	NCKAP5
Splenic Marginal Zone macrophage - Spleen	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	NCKAP5
Myofibroblast cell - Spleen	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	GIPC2
monocyte - Fallopian Tube	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	GZMA
Plasma cell - Fallopian Tube	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	CKB
Schwann cell - Heart	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	CKB
B cell - Lymph Node	1/101	0.46726364755816063	0.5041911041068634	0	0	1.6078048780487806	1.223317031899048	FCER2
Inh L1-5 VIP PHLDB3 - Brain	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	IQCE
Paneth Cell Of Epithelium Proper Of Small intestine - Small Intestine	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	CDC42EP5
Duodenal Goblet cell - Small Intestine	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	CDC42EP5
absorptive - Small Intestine	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	GIPC2
myofibroblast - Small Intestine	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	PEPD
Inh L3-5 SST GGTLC3 - Brain	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	TMEM45A
Paneth - Small Intestine	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	CDC42EP5
Jejunal Goblet cell - Small Intestine	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	CDC42EP5
myofibroblasts - Small Intestine	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	PEPD
Inh L3 PVALB SAMD13 - Brain	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	AMOTL1
goblet - Small Intestine	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	CDC42EP5
Periportal Region hepatocyte - Liver	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	KMO
Stratified Cuboidal Epithelial cell - Liver	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	CKB
Exc L6 FEZF2 PROKR2 - Brain	1/102	0.47058337039837705	0.5041911041068634	0	0	1.5918055220156162	1.199874573379242	AMOTL1
