Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
CD8 naive - Bone Marrow	3/104	0.0027948406111328473	0.02105244103908433	0	0	11.557949912638323	67.96051664386877	LCK;KLRF1;CD3D
Mature CD8 T cell - Bone Marrow	3/104	0.0027948406111328473	0.02105244103908433	0	0	11.557949912638323	67.96051664386877	LCK;KLRF1;CD3D
T cell - Lymph Node	3/104	0.0027948406111328473	0.02105244103908433	0	0	11.557949912638323	67.96051664386877	LCK;CD3G;CD3D
CD8 T Cell memory - Blood	3/105	0.0028715899977106818	0.02105244103908433	0	0	11.44405997693195	66.98081729125876	LCK;KLRF1;CD3D
Regulatory T cell - Blood	3/105	0.0028715899977106818	0.02105244103908433	0	0	11.44405997693195	66.98081729125876	LCK;CD3G;CD3D
Effector Memory CD8-positive, Alpha-Beta T Cell, Terminally differentiated - Bone Marrow	3/105	0.0028715899977106818	0.02105244103908433	0	0	11.44405997693195	66.98081729125876	LCK;KLRF1;CD3D
CD8 T Cell memory - Bone Marrow	3/106	0.002949629109110639	0.02105244103908433	0	0	11.332381496287836	66.02331407079404	LCK;KLRF1;CD3D
Double Negative Thymocyte 3 - Thoracic Thymus	3/106	0.002949629109110639	0.02105244103908433	0	0	11.332381496287836	66.02331407079404	LCK;CD3G;CD3D
CD8aa(I) thymocyte - Thoracic Thymus	3/106	0.002949629109110639	0.02105244103908433	0	0	11.332381496287836	66.02331407079404	LCK;CD3G;CD3D
Centrocyte - Lymph Node	3/106	0.002949629109110639	0.02105244103908433	0	0	11.332381496287836	66.02331407079404	FCER2;BLNK;KMO
CD4-positive, Alpha-Beta Memory T cell - Lymph Node	3/106	0.002949629109110639	0.02105244103908433	0	0	11.332381496287836	66.02331407079404	LCK;CD3G;CD3D
CD8-positive, Alpha-Beta Memory T cell - Lymph Node	3/106	0.002949629109110639	0.02105244103908433	0	0	11.332381496287836	66.02331407079404	LCK;CD3G;CD3D
Gamma-Delta T cell - Lymph Node	3/106	0.002949629109110639	0.02105244103908433	0	0	11.332381496287836	66.02331407079404	LCK;CD3G;CD3D
Double Negative Thymocyte 2 - Thoracic Thymus	3/107	0.0030289650744002505	0.02105244103908433	0	0	11.222850678733032	65.08730720156075	LCK;CD3G;CD3D
Naive Thymus-Derived CD4-positive, Alpha-Beta T cell - Lymph Node	3/107	0.0030289650744002505	0.02105244103908433	0	0	11.222850678733032	65.08730720156075	LCK;CD3G;CD3D
Naive Thymus-Derived CD8-positive, Alpha-Beta T cell - Lymph Node	3/107	0.0030289650744002505	0.02105244103908433	0	0	11.222850678733032	65.08730720156075	LCK;CD3G;CD3D
Regulatory T cell - Bone Marrow	3/108	0.0031096049416537755	0.02105244103908433	0	0	11.115406162464986	64.17212521604772	LCK;KLRF1;CD3D
CD8aa(II) thymocyte - Thoracic Thymus	3/108	0.0031096049416537755	0.02105244103908433	0	0	11.115406162464986	64.17212521604772	LCK;CD3G;CD3D
Naive B cell - Lymph Node	3/108	0.0031096049416537755	0.02105244103908433	0	0	11.115406162464986	64.17212521604772	FCER2;BLNK;KMO
Plasma cell - Thoracic Thymus	3/109	0.0031915556757987134	0.02105244103908433	0	0	11.009988901220865	63.277123573004644	MYDGF;FCER2;BLNK
CD4 T Cell Effector Memory CD45RA - Blood	3/110	0.00327482416163534	0.02105244103908433	0	0	10.906542056074766	62.40168333222003	LCK;CD3G;CD3D
Double Negative Thymocyte 4 - Thoracic Thymus	3/110	0.00327482416163534	0.02105244103908433	0	0	10.906542056074766	62.40168333222003	LCK;CD3G;CD3D
Natural Killer cell - Lymph Node	3/112	0.0034453415241381883	0.021533384525863678	0	0	10.70534268753373	60.70713195324601	LCK;CD3G;CD3D
CD4 T Cell memory - Blood	3/117	0.0038951620680042843	0.02368679635948551	0	0	10.233230134158926	56.77416535969643	LCK;CD3G;CD3D
Immature B cell - Blood	2/100	0.02992583628203801	0.08098152268708393	0	0	7.789638932496075	27.334100710931292	FCER2;BLNK
B cell - Spleen	2/100	0.02992583628203801	0.08098152268708393	0	0	7.789638932496075	27.334100710931292	FCER2;BLNK
CD1c-positive Myeloid Dendritic cell - Liver	2/101	0.03047843496490558	0.08098152268708393	0	0	7.710567210567211	26.915553738733543	FCER2;KLRF1
Astro L1-6 FGFR3 AQP1 - Brain	2/101	0.03047843496490558	0.08098152268708393	0	0	7.710567210567211	26.915553738733543	NUP205;PAICS
Naive B cell - Blood	2/101	0.03047843496490558	0.08098152268708393	0	0	7.710567210567211	26.915553738733543	FCER2;BLNK
T cell - Kidney	2/101	0.03047843496490558	0.08098152268708393	0	0	7.710567210567211	26.915553738733543	CD3G;CD3D
Immature B cell - Bone Marrow	2/101	0.03047843496490558	0.08098152268708393	0	0	7.710567210567211	26.915553738733543	FCER2;LCK
Group 1 Innate Lymphoid cell - Skin	2/101	0.03047843496490558	0.08098152268708393	0	0	7.710567210567211	26.915553738733543	LCK;CD3D
Type I Cell Of Carotid body - Skin	2/101	0.03047843496490558	0.08098152268708393	0	0	7.710567210567211	26.915553738733543	CRTAC1;ESPN
Memory B cell - Spleen	2/101	0.03047843496490558	0.08098152268708393	0	0	7.710567210567211	26.915553738733543	FCER2;BLNK
Class Switched Memory B cell - Spleen	2/101	0.03047843496490558	0.08098152268708393	0	0	7.710567210567211	26.915553738733543	FCER2;BLNK
Inh L1-6 PVALB COL15A1 (Chandelier) - Brain	2/102	0.03103510116204576	0.08098152268708393	0	0	7.633076923076923	26.506900916000095	ARHGEF40;ETV6
Central Memory CD4-positive, Alpha-Beta T cell - Respiratory System	2/102	0.03103510116204576	0.08098152268708393	0	0	7.633076923076923	26.506900916000095	CD3G;CD3D
Mucosal Invariant T cell - Respiratory System	2/102	0.03103510116204576	0.08098152268708393	0	0	7.633076923076923	26.506900916000095	LCK;CD3D
Mature NK T cell - Kidney	2/102	0.03103510116204576	0.08098152268708393	0	0	7.633076923076923	26.506900916000095	CD3G;CD3D
Precursor B cell - Bone Marrow	2/102	0.03103510116204576	0.08098152268708393	0	0	7.633076923076923	26.506900916000095	FCER2;LCK
Naive B cell - Bone Marrow	2/102	0.03103510116204576	0.08098152268708393	0	0	7.633076923076923	26.506900916000095	FCER2;LCK
Cytotoxic T cell - Skin	2/102	0.03103510116204576	0.08098152268708393	0	0	7.633076923076923	26.506900916000095	LCK;CD3D
Naive B cell - Thoracic Thymus	2/102	0.03103510116204576	0.08098152268708393	0	0	7.633076923076923	26.506900916000095	FCER2;BLNK
Inh L1-5 VIP LINC01013 - Brain	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	INTS6;MTO1
CD8+ T - Small Intestine	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	CD3G;CD3D
Inh L5 PVALB LRIG3 - Brain	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	INTS6;MTO1
Exc L5 THEMIS VILL - Brain	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	NUP205;PAICS
Exc L3-5 RORB LNX2 - Brain	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	LYRM7;MTO1
Hepatic Pit cell - Liver	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	LCK;KLRF1
Exc L5 FEZF2 NREP-AS1 - Brain	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	INTS6;DTL
Exc L5 FEZF2 RNF144A-AS1 - Brain	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	INTS6;MTO1
Transitional Stage B cell - Blood	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	FCER2;BLNK
Immature Conventional Dendritic cell - Blood	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	FCER2;BLNK
pro-B cell - Bone Marrow	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	LCK;BLNK
Regulatory T cell - Skin	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	LCK;CD3D
Group 2 Innate Lymphoid cell - Skin	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	LCK;CD3D
Group 3 Innate Lymphoid cell - Skin	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	LCK;CD3D
Double-Positive, Alpha-Beta thymocyte - Thoracic Thymus	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	CD3G;CD3D
Naive B cell - Spleen	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	FCER2;BLNK
CD8-positive, Alpha-Beta T cell - Spleen	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	LCK;CD3D
CD4-positive Helper T cell - Spleen	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	LCK;CD3D
Effector CD8-positive, Alpha-Beta T cell - Spleen	2/103	0.03159580977714601	0.08098152268708393	0	0	7.557121096725057	26.107818779205395	LCK;CD3D
Endothelial cell - Placenta	2/104	0.032160535799861306	0.08098152268708393	0	0	7.482654600301659	25.717997405781645	TRABD;AGAP3
Placental Microvascular Endothelial Cells - Placenta	2/104	0.032160535799861306	0.08098152268708393	0	0	7.482654600301659	25.717997405781645	TRABD;AGAP3
B cell - Respiratory System	2/104	0.032160535799861306	0.08098152268708393	0	0	7.482654600301659	25.717997405781645	BLNK;CD3D
Natural Killer cell - Respiratory System	2/104	0.032160535799861306	0.08098152268708393	0	0	7.482654600301659	25.717997405781645	CD3G;CD3D
Immature NK T cell - Thoracic Thymus	2/104	0.032160535799861306	0.08098152268708393	0	0	7.482654600301659	25.717997405781645	KLRC3;CD3D
T Follicular Helper cell - Spleen	2/104	0.032160535799861306	0.08098152268708393	0	0	7.482654600301659	25.717997405781645	LCK;CD3D
T Follicular Regulatory Cell - Lymph Node	2/104	0.032160535799861306	0.08098152268708393	0	0	7.482654600301659	25.717997405781645	CD3G;CD3D
Cytotoxic T cell - Lymph Node	2/104	0.032160535799861306	0.08098152268708393	0	0	7.482654600301659	25.717997405781645	CD3G;CD3D
Gamma-Delta T cell - Spleen	2/105	0.03272925432536619	0.08098152268708393	0	0	7.409634055265124	25.337139719507565	LCK;CD3D
Monocytoid B Cell - Lymph Node	2/105	0.03272925432536619	0.08098152268708393	0	0	7.409634055265124	25.337139719507565	FCER2;CD3D
CD4+ T - Small Intestine	2/107	0.033878569792916105	0.08098152268708393	0	0	7.267765567765568	24.601187484491195	LCK;CD3D
CD8-positive, Alpha-Beta Memory T cell - Thoracic Thymus	2/107	0.033878569792916105	0.08098152268708393	0	0	7.267765567765568	24.601187484491195	CD3G;CD3D
Group 3 Innate Lymphoid Cell, human - Thoracic Thymus	2/107	0.033878569792916105	0.08098152268708393	0	0	7.267765567765568	24.601187484491195	CD3G;CD3D
T Follicular Helper cell - Lymph Node	2/107	0.033878569792916105	0.08098152268708393	0	0	7.267765567765568	24.601187484491195	CD3G;CD3D
T-helper 17 cell - Lymph Node	2/107	0.033878569792916105	0.08098152268708393	0	0	7.267765567765568	24.601187484491195	CD3G;CD3D
Plasmacytoid Dendritic Cell, human - Lymph Node	2/107	0.033878569792916105	0.08098152268708393	0	0	7.267765567765568	24.601187484491195	BLNK;KMO
T-helper 1 cell - Lymph Node	2/108	0.034459117430595106	0.08098152268708393	0	0	7.198838896952105	24.24555737554133	CD3G;CD3D
T-helper 2 cell - Lymph Node	2/108	0.034459117430595106	0.08098152268708393	0	0	7.198838896952105	24.24555737554133	CD3G;CD3D
plasmablast - Spleen	2/109	0.03504355895950135	0.08098152268708393	0	0	7.131200575125809	23.897818719076444	FCER2;BLNK
Mature CD4 Single-Positive thymocyte - Thoracic Thymus	2/110	0.035631869982316926	0.08098152268708393	0	0	7.064814814814815	23.557729682017335	CD3G;CD3D
Mature CD8 Single-Positive thymocyte - Thoracic Thymus	2/110	0.035631869982316926	0.08098152268708393	0	0	7.064814814814815	23.557729682017335	CD3G;CD3D
T-helper 17 cell - Thoracic Thymus	2/110	0.035631869982316926	0.08098152268708393	0	0	7.064814814814815	23.557729682017335	CD3G;CD3D
Plasma cell - Spleen	2/110	0.035631869982316926	0.08098152268708393	0	0	7.064814814814815	23.557729682017335	FCER2;BLNK
Follicular Dendritic cell - Lymph Node	2/110	0.035631869982316926	0.08098152268708393	0	0	7.064814814814815	23.557729682017335	FCER2;KMO
CD4 T Cell Effector Memory CD45RA - Bone Marrow	2/112	0.0368200033959587	0.08202476004050206	0	0	6.9356643356643355	22.89958011228037	LCK;CD3D
Transitional Stage B cell - Spleen	2/112	0.0368200033959587	0.08202476004050206	0	0	6.9356643356643355	22.89958011228037	FCER2;BLNK
CD4 T Cell memory - Bone Marrow	2/118	0.04047476414438527	0.08928256796555575	0	0	6.574933687002653	21.086316017715763	LCK;CD3D
Intermediate Cell Of Bladder urothelium - Urinary Bladder	1/100	0.23741160244685378	0.26134320231668173	0	0	3.7825424051839147	5.43914439332398	BLNK
Kidney Loop Of Henle Thick Ascending Limb Epithelial cell - Kidney	1/100	0.23741160244685378	0.26134320231668173	0	0	3.7825424051839147	5.43914439332398	BLNK
T cell - Respiratory System	1/100	0.23741160244685378	0.26134320231668173	0	0	3.7825424051839147	5.43914439332398	CD3D
Dendritic Cell, human - Kidney	1/100	0.23741160244685378	0.26134320231668173	0	0	3.7825424051839147	5.43914439332398	CD3D
Conventional Dendritic cell - Liver	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	BLNK
Multinuclear osteoclast - Knee	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	OSBPL3
Endo L2-5 NOSTRIN SRGN - Brain	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CRTAC1
Semilunar Type 3 cell - Eye	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	SLC35D3
Blue Cone Bipolar cell - Eye	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	SLC35D3
Invaginating Bipolar cell - Eye	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	SLC35D3
Rod Bipolar cell - Eye	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	SUCLG2
Dense-Core Granulated Cell Of Epithelium Of trachea - Respiratory System	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CRTAC1
Lung Neuroendocrine cell - Respiratory System	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CRTAC1
CD16-negative, CD56-bright Natural Killer cell - Respiratory System	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CD3D
Non-Classical monocyte - Kidney	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CD3D
Natural Killer cell - Kidney	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CD3D
Melanocyte Of skin - Skin	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CRTAC1
Cytotoxic T cell - Kidney	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CD3D
Endocrine-Paracrine Cell Of Prostate gland - Prostate Gland	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CRTAC1
Club Cell Of Prostatic urethra - Prostate Gland	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CRTAC1
CD8+ T-cells - Fallopian Tube	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CD3D
CD4+ T-cell - Fallopian Tube	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	CD3D
B cell - Lymph Node	1/101	0.2394809348002207	0.26134320231668173	0	0	3.7445283018867923	5.351984913808453	FCER2
Inh L1-5 VIP PHLDB3 - Brain	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CBX5
hepatocyte - Liver	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	KMO
Periportal Region hepatocyte - Liver	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	KMO
Cytotoxic T Cell - Placenta	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	LCK
Exc L5 FEZF2 PKD2L1 - Brain	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	INTS6
Micro L1-6 TYROBP CD74 - Brain	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	BLNK
B cell - Pancreas	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CD3G
Capsule Mesenchymal Stromal cell - Kidney	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	AGAP3
Kidney Loop Of Henle Medullary Thick Ascending Limb Epithelial cell - Kidney	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	BLNK
Kidney Distal Convoluted Tubule Epithelial cell - Kidney	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	KMO
Pulmonary Venous Endothelial cell - Respiratory System	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CRTAC1
granulocyte - Respiratory System	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CD3D
Naive Thymus-Derived CD4-positive, Alpha-Beta T cell - Respiratory System	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CD3D
Central Memory CD8-positive, Alpha-Beta T cell - Respiratory System	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CD3D
B cell - Skin	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CD3D
neutrophil - Skin	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CD3G
Subcutaneous Fat cell - Skin	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CRTAC1
Mantle Zone B Cell - Spleen	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	FCER2
Regulatory T cell - Lymph Node	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CD3G
Inh L1 PAX6 MIR101-1 - Brain	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	SUCLG2
Inh L1 LAMP5 NMBR - Brain	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CBX5
Inh L1-2 VIP WNT4 - Brain	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	CRTAC1
Inh L3-5 VIP IGDCC3 - Brain	1/102	0.24154475557916438	0.26134320231668173	0	0	3.7072669531104054	5.266916012992776	INTS6
B cell - Small Intestine	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	DTL
Hepatic Stellate cell - Liver	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	ARHGEF40
CD8 TRm (Residence memory) - Liver	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	LCK
Exc L6 FEZF2 POGK - Brain	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	PAICS
Retinal Blood Vessel Endothelial cell - Eye	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	MYDGF
Basal Cell Of Bladder urothelium - Urinary Bladder	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	BLNK
Memory B cell - Blood	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	LCK
Plasmacytoid Dendritic Cell, human - Blood	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	LCK
Macula Densa Epithelial cell - Kidney	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	BLNK
Resident Memory CD8 T cell - Respiratory System	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	CD3D
B cell - Kidney	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	CD3D
Mast cell - Kidney	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	CD3G
T-helper 1 cell - Skin	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	CD3D
Natural Killer cell - Skin	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	CD3D
Immature Conventional Dendritic cell - Bone Marrow	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	LCK
Endothelial cell - Uterus	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	AGAP3
Unswitched Memory B cell - Thoracic Thymus	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	BLNK
Class Switched Memory B cell - Thoracic Thymus	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	BLNK
DEC205+ DC - Spleen	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	MGAT5
CD8-positive, Alpha-Beta Cytotoxic T cell - Spleen	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	LCK
Subcapsular Dendritic Cell - Spleen	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	SGPP1
Intercalary Of Fallopian Tube isthmus - Fallopian Tube	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	PELO
Intercalary Of Fallopian Tube ampulla - Fallopian Tube	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	PELO
T-helper 1 cell - Large Intestine	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	CD3D
Inh L1 PVALB SST ASIC4 - Brain	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	INTS6
Inh L1 SST P4HA3 - Brain	1/103	0.24360307918918833	0.26134320231668173	0	0	3.6707362190159083	5.183869127170332	SUCLG2
Natural Killer cell - Liver	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	LCK
T cell - Pancreas	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	CD3D
Corneal Epithelial cell - Eye	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	NUP205
CAP1 - Respiratory System	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	DTL
Naive Thymus-Derived CD8-positive, Alpha-Beta T cell - Respiratory System	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	CD3D
keratinocyte - Skin	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	DTL
Memory B cell - Bone Marrow	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	FCER2
Common Myeloid progenitor - Bone Marrow	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	COPG2
Catecholaminergic Neuron - Spleen	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	CRTAC1
Naive Thymus-Derived CD4-positive, Alpha-Beta T cell - Spleen	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	SGPP1
Naive Thymus-Derived CD8-positive, Alpha-Beta T cell - Spleen	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	SGPP1
CD4-negative, CD8-negative, Alpha-Beta Intraepithelial T cell - Large Intestine	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	CD3D
Cytotoxic T cell - Large Intestine	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	CD3D
Memory B cell - Lymph Node	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	FCER2
Plasma cell - Lymph Node	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	FCER2
Inh L1-6 LAMP5 AARD - Brain	1/104	0.24565591998779918	0.26134320231668173	0	0	3.6349148195640226	5.102778558422387	INTS6
Hepatic Oval Stem cell - Liver	1/105	0.24770329237259123	0.26134320231668173	0	0	3.5997822931785195	5.023581327863361	RCAN3
Type I NK T cell - Liver	1/105	0.24770329237259123	0.26134320231668173	0	0	3.5997822931785195	5.023581327863361	BLNK
Eomes Low Liver NK cell - Liver	1/105	0.24770329237259123	0.26134320231668173	0	0	3.5997822931785195	5.023581327863361	LCK
TBet Low Liver NK cell - Liver	1/105	0.24770329237259123	0.26134320231668173	0	0	3.5997822931785195	5.023581327863361	LCK
