Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Mitochondrial Respiratory Chain Complex III Assembly (GO:0034551)	1/11	0.02930932497110778	0.16567422049575753	0	0	37.615094339622644	132.7756240232595	LYRM7
Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168)	1/11	0.02930932497110778	0.16567422049575753	0	0	37.615094339622644	132.7756240232595	PAICS
Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903037)	1/11	0.02930932497110778	0.16567422049575753	0	0	37.615094339622644	132.7756240232595	LCK
Respiratory Chain Complex III Assembly (GO:0017062)	1/11	0.02930932497110778	0.16567422049575753	0	0	37.615094339622644	132.7756240232595	LYRM7
Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	1/11	0.02930932497110778	0.16567422049575753	0	0	37.615094339622644	132.7756240232595	DIABLO
Hemopoiesis (GO:0030097)	2/101	0.03047843496490558	0.16567422049575753	0	0	7.710567210567211	26.915553738733543	LCK;ETV6
Gamma-Delta T Cell Activation (GO:0046629)	1/12	0.03193162350337226	0.16567422049575753	0	0	34.19382504288165	117.76895070161899	CD3G
Phospholipid Homeostasis (GO:0055091)	1/12	0.03193162350337226	0.16567422049575753	0	0	34.19382504288165	117.76895070161899	RCAN3
Positive Regulation Of Protein Localization To Cell Surface (GO:2000010)	1/12	0.03193162350337226	0.16567422049575753	0	0	34.19382504288165	117.76895070161899	RANGRF
Ribosome Disassembly (GO:0032790)	1/12	0.03193162350337226	0.16567422049575753	0	0	34.19382504288165	117.76895070161899	PELO
Axonal Fasciculation (GO:0007413)	1/12	0.03193162350337226	0.16567422049575753	0	0	34.19382504288165	117.76895070161899	CRTAC1
Peptidyl-Tyrosine Autophosphorylation (GO:0038083)	1/13	0.03454696920988076	0.1675366863042482	0	0	31.342767295597483	105.4820602978719	LCK
Positive Regulation Of T Cell Receptor Signaling Pathway (GO:0050862)	1/13	0.03454696920988076	0.1675366863042482	0	0	31.342767295597483	105.4820602978719	LCK
Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769)	1/13	0.03454696920988076	0.1675366863042482	0	0	31.342767295597483	105.4820602978719	FCER2
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	2/109	0.03504355895950135	0.1675366863042482	0	0	7.131200575125809	23.897818719076444	LCK;DIABLO
Positive Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034116)	1/14	0.03715538012271022	0.1675366863042482	0	0	28.93033381712627	95.25736807729457	LCK
Ceramide Transport (GO:0035627)	1/14	0.03715538012271022	0.1675366863042482	0	0	28.93033381712627	95.25736807729457	SGPP1
Regulation Of Leukocyte Activation (GO:0002694)	1/14	0.03715538012271022	0.1675366863042482	0	0	28.93033381712627	95.25736807729457	LCK
Nuclear Pore Organization (GO:0006999)	1/14	0.03715538012271022	0.1675366863042482	0	0	28.93033381712627	95.25736807729457	NUP205
Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888)	2/115	0.03863062032864137	0.1675366863042482	0	0	6.750510551395507	21.964203984709997	RANGRF;COPG2
mRNA Methylation (GO:0080009)	1/15	0.03975687424498529	0.1675366863042482	0	0	26.862533692722373	86.63093286520242	METTL14
tRNA Wobble Base Modification (GO:0002097)	1/15	0.03975687424498529	0.1675366863042482	0	0	26.862533692722373	86.63093286520242	MTO1
tRNA Wobble Uridine Modification (GO:0002098)	1/15	0.03975687424498529	0.1675366863042482	0	0	26.862533692722373	86.63093286520242	MTO1
Heart Process (GO:0003015)	1/16	0.04235146953793646	0.1675366863042482	0	0	25.07044025157233	79.26651858378708	RANGRF
Regulation Of Natural Killer Cell Activation (GO:0032814)	1/16	0.04235146953793646	0.1675366863042482	0	0	25.07044025157233	79.26651858378708	KLRC3
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	2/122	0.04298467432283112	0.1675366863042482	0	0	6.35448717948718	19.997009658110223	FCER2;METTL14
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	2/124	0.04426108919159823	0.1675366863042482	0	0	6.249684741488021	19.484325482784392	LCK;BLNK
Regulation Of Receptor Recycling (GO:0001919)	1/17	0.04493918392504326	0.1675366863042482	0	0	23.50235849056604	72.91477862029602	LAMTOR1
Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892)	1/17	0.04493918392504326	0.1675366863042482	0	0	23.50235849056604	72.91477862029602	MGAT5
Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532)	1/17	0.04493918392504326	0.1675366863042482	0	0	23.50235849056604	72.91477862029602	METTL14
Purine-Containing Compound Biosynthetic Process (GO:0072522)	1/17	0.04493918392504326	0.1675366863042482	0	0	23.50235849056604	72.91477862029602	PAICS
Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000)	1/17	0.04493918392504326	0.1675366863042482	0	0	23.50235849056604	72.91477862029602	FCER2
Intracellular Zinc Ion Homeostasis (GO:0006882)	1/17	0.04493918392504326	0.1675366863042482	0	0	23.50235849056604	72.91477862029602	LCK
Nicotinamide Nucleotide Metabolic Process (GO:0046496)	1/17	0.04493918392504326	0.1675366863042482	0	0	23.50235849056604	72.91477862029602	KMO
Protein-Containing Complex Organization (GO:0043933)	2/126	0.0455515647353355	0.1675366863042482	0	0	6.148263027295285	18.99143301565767	NUP205;CD3G
Regulation Of Epidermal Cell Differentiation (GO:0045604)	1/18	0.04752003528742647	0.1675366863042482	0	0	22.118756936736958	67.38709029166962	SGPP1
Regulation Of Lymphocyte Proliferation (GO:0050670)	1/18	0.04752003528742647	0.1675366863042482	0	0	22.118756936736958	67.38709029166962	MYDGF
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)	1/18	0.04752003528742647	0.1675366863042482	0	0	22.118756936736958	67.38709029166962	ERAP2
Intracellular Lipid Transport (GO:0032365)	1/18	0.04752003528742647	0.1675366863042482	0	0	22.118756936736958	67.38709029166962	SGPP1
Sphingosine Metabolic Process (GO:0006670)	1/19	0.05009404144634451	0.1675366863042482	0	0	20.88888888888889	62.538267077796924	SGPP1
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)	1/19	0.05009404144634451	0.1675366863042482	0	0	20.88888888888889	62.538267077796924	KLRC3
Cellular Response To Lectin (GO:1990858)	1/19	0.05009404144634451	0.1675366863042482	0	0	20.88888888888889	62.538267077796924	KLRC3
RNA Destabilization (GO:0050779)	1/19	0.05009404144634451	0.1675366863042482	0	0	20.88888888888889	62.538267077796924	METTL14
Pore Complex Assembly (GO:0046931)	1/19	0.05009404144634451	0.1675366863042482	0	0	20.88888888888889	62.538267077796924	NUP205
rRNA Catabolic Process (GO:0016075)	1/19	0.05009404144634451	0.1675366863042482	0	0	20.88888888888889	62.538267077796924	PELO
Neuron Apoptotic Process (GO:0051402)	1/19	0.05009404144634451	0.1675366863042482	0	0	20.88888888888889	62.538267077796924	DIABLO
snRNA Processing (GO:0016180)	1/19	0.05009404144634451	0.1675366863042482	0	0	20.88888888888889	62.538267077796924	INTS6
Regulation Of Protein Kinase B Signaling (GO:0051896)	2/136	0.05220851742907101	0.1675366863042482	0	0	5.686567164179104	16.78964430401377	MYDGF;RCAN3
Protein Deacylation (GO:0035601)	1/20	0.05266122021570595	0.1675366863042482	0	0	19.788480635551142	58.25483230121243	ABHD17B
Sulfur Compound Catabolic Process (GO:0044273)	1/20	0.05266122021570595	0.1675366863042482	0	0	19.788480635551142	58.25483230121243	SUCLG2
Transport Along Microtubule (GO:0010970)	1/20	0.05266122021570595	0.1675366863042482	0	0	19.788480635551142	58.25483230121243	COPG2
Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515)	1/20	0.05266122021570595	0.1675366863042482	0	0	19.788480635551142	58.25483230121243	MGAT5
Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857)	1/20	0.05266122021570595	0.1675366863042482	0	0	19.788480635551142	58.25483230121243	LCK
Regulation Of Membrane Depolarization (GO:0003254)	1/20	0.05266122021570595	0.1675366863042482	0	0	19.788480635551142	58.25483230121243	RANGRF
Peptide Catabolic Process (GO:0043171)	1/21	0.05522158934050639	0.1675366863042482	0	0	18.79811320754717	54.4468793612393	ERAP2
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	1/21	0.05522158934050639	0.1675366863042482	0	0	18.79811320754717	54.4468793612393	KLRC3
Negative Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000378)	1/21	0.05522158934050639	0.1675366863042482	0	0	18.79811320754717	54.4468793612393	ABCB7
Zinc Ion Transmembrane Transport (GO:0071577)	1/21	0.05522158934050639	0.1675366863042482	0	0	18.79811320754717	54.4468793612393	SLC39A3
Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)	1/21	0.05522158934050639	0.1675366863042482	0	0	18.79811320754717	54.4468793612393	ERAP2
snRNA Metabolic Process (GO:0016073)	1/21	0.05522158934050639	0.1675366863042482	0	0	18.79811320754717	54.4468793612393	INTS6
NAD Metabolic Process (GO:0019674)	1/22	0.05777516652888407	0.17236258014450415	0	0	17.902066486972146	51.04230466405881	KMO
snRNA 3'-End Processing (GO:0034472)	1/22	0.05777516652888407	0.17236258014450415	0	0	17.902066486972146	51.04230466405881	INTS6
Protein Glycosylation (GO:0006486)	2/147	0.059905445116051205	0.17276212049062156	0	0	5.252254641909814	14.785033131037057	GALNT7;MGAT5
Protein N-linked Glycosylation Via Asparagine (GO:0018279)	1/23	0.06032196944504943	0.17276212049062156	0	0	17.087478559176674	47.98264634686218	MGAT5
Regulation Of Cholesterol Transport (GO:0032374)	1/23	0.06032196944504943	0.17276212049062156	0	0	17.087478559176674	47.98264634686218	LAMTOR1
Rescue Of Stalled Ribosome (GO:0072344)	1/23	0.06032196944504943	0.17276212049062156	0	0	17.087478559176674	47.98264634686218	PELO
Zinc Ion Transport (GO:0006829)	1/23	0.06032196944504943	0.17276212049062156	0	0	17.087478559176674	47.98264634686218	SLC39A3
Protein Exit From Endoplasmic Reticulum (GO:0032527)	1/24	0.06286201570363556	0.1731123201684733	0	0	16.343724364232976	45.22003200693963	RANGRF
Fc-gamma Receptor Signaling Pathway (GO:0038094)	1/24	0.06286201570363556	0.1731123201684733	0	0	16.343724364232976	45.22003200693963	LCK
Gliogenesis (GO:0042063)	1/24	0.06286201570363556	0.1731123201684733	0	0	16.343724364232976	45.22003200693963	METTL14
Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717)	1/24	0.06286201570363556	0.1731123201684733	0	0	16.343724364232976	45.22003200693963	KLRC3
Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)	1/24	0.06286201570363556	0.1731123201684733	0	0	16.343724364232976	45.22003200693963	LCK
Purine Ribonucleotide Catabolic Process (GO:0009154)	1/25	0.06539532289924611	0.17602650825511362	0	0	15.66194968553459	42.71490645721221	SUCLG2
Positive Regulation Of Peptidase Activity (GO:0010952)	1/25	0.06539532289924611	0.17602650825511362	0	0	15.66194968553459	42.71490645721221	RCAN3
Bile Acid Biosynthetic Process (GO:0006699)	1/25	0.06539532289924611	0.17602650825511362	0	0	15.66194968553459	42.71490645721221	OSBPL3
Fc Receptor Signaling Pathway (GO:0038093)	1/26	0.0679219085557706	0.1774893668829626	0	0	15.034716981132075	40.43431729208938	LCK
Positive Regulation Of Monooxygenase Activity (GO:0032770)	1/26	0.0679219085557706	0.1774893668829626	0	0	15.034716981132075	40.43431729208938	FCER2
Regulation Of Keratinocyte Differentiation (GO:0045616)	1/26	0.0679219085557706	0.1774893668829626	0	0	15.034716981132075	40.43431729208938	SGPP1
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)	1/26	0.0679219085557706	0.1774893668829626	0	0	15.034716981132075	40.43431729208938	RANGRF
mRNA Modification (GO:0016556)	1/27	0.0704417901623858	0.17885220480946182	0	0	14.455732946298983	38.35060533159885	METTL14
Cellular Response To Acid Chemical (GO:0071229)	1/27	0.0704417901623858	0.17885220480946182	0	0	14.455732946298983	38.35060533159885	LAMTOR1
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	1/27	0.0704417901623858	0.17885220480946182	0	0	14.455732946298983	38.35060533159885	DNAJB5
Regulation Of Peptidase Activity (GO:0052547)	1/27	0.0704417901623858	0.17885220480946182	0	0	14.455732946298983	38.35060533159885	RCAN3
Nitrogen Compound Transport (GO:0071705)	2/163	0.07174449888311106	0.1801233426815586	0	0	4.726469182990922	12.452564136875203	RCAN3;CD3G
Regulation Of Sodium Ion Transmembrane Transport (GO:1902305)	1/28	0.07295498516431843	0.1801233426815586	0	0	13.919636617749825	36.44039305811433	RANGRF
Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)	1/28	0.07295498516431843	0.1801233426815586	0	0	13.919636617749825	36.44039305811433	FCER2
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	1/28	0.07295498516431843	0.1801233426815586	0	0	13.919636617749825	36.44039305811433	RANGRF
TOR Signaling (GO:0031929)	1/29	0.07546151096326235	0.182419449683004	0	0	13.421832884097036	34.683795119411634	LAMTOR1
Alpha-Amino Acid Catabolic Process (GO:1901606)	1/29	0.07546151096326235	0.182419449683004	0	0	13.421832884097036	34.683795119411634	KMO
Alpha-Amino Acid Metabolic Process (GO:1901605)	1/29	0.07546151096326235	0.182419449683004	0	0	13.421832884097036	34.683795119411634	KMO
Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	1/30	0.07796138492038997	0.182419449683004	0	0	12.958360442420298	33.06379625497651	NGDN
Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	1/30	0.07796138492038997	0.182419449683004	0	0	12.958360442420298	33.06379625497651	DIABLO
Phospholipid Dephosphorylation (GO:0046839)	1/30	0.07796138492038997	0.182419449683004	0	0	12.958360442420298	33.06379625497651	SGPP1
Response To Amino Acid (GO:0043200)	1/30	0.07796138492038997	0.182419449683004	0	0	12.958360442420298	33.06379625497651	LAMTOR1
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	1/30	0.07796138492038997	0.182419449683004	0	0	12.958360442420298	33.06379625497651	KLRC3
Regulation Of Protein Localization To Cell Surface (GO:2000008)	1/31	0.08045462435891494	0.18463304820827914	0	0	12.525786163522012	31.56575680442027	RANGRF
acyl-CoA Metabolic Process (GO:0006637)	1/31	0.08045462435891494	0.18463304820827914	0	0	12.525786163522012	31.56575680442027	SUCLG2
Bile Acid Metabolic Process (GO:0008206)	1/31	0.08045462435891494	0.18463304820827914	0	0	12.525786163522012	31.56575680442027	OSBPL3
'De Novo' Post-Translational Protein Folding (GO:0051084)	1/32	0.08294124653654229	0.1867482154722147	0	0	12.121119902617163	30.177016409267804	DNAJB5
Regulation Of Cholesterol Efflux (GO:0010874)	1/32	0.08294124653654229	0.1867482154722147	0	0	12.121119902617163	30.177016409267804	LAMTOR1
Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	1/32	0.08294124653654229	0.1867482154722147	0	0	12.121119902617163	30.177016409267804	KLRC3
Actin Filament Bundle Assembly (GO:0051017)	1/33	0.08542126868690271	0.18761235699332007	0	0	11.741745283018869	28.886573969871716	ESPN
Actin Filament Bundle Organization (GO:0061572)	1/33	0.08542126868690271	0.18761235699332007	0	0	11.741745283018869	28.886573969871716	ESPN
intra-Golgi Vesicle-Mediated Transport (GO:0006891)	1/33	0.08542126868690271	0.18761235699332007	0	0	11.741745283018869	28.886573969871716	COPG2
Lung Development (GO:0030324)	1/33	0.08542126868690271	0.18761235699332007	0	0	11.741745283018869	28.886573969871716	RCAN3
Purine Nucleotide Metabolic Process (GO:0006163)	1/34	0.08789470799411693	0.19070488158723553	0	0	11.385363064608347	27.684827361193253	KMO
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856)	1/34	0.08789470799411693	0.19070488158723553	0	0	11.385363064608347	27.684827361193253	LCK
Macrophage Activation (GO:0042116)	1/35	0.09036158158919066	0.1925562274341087	0	0	11.049944506104328	26.563360328124432	FCER2
Cellular Response To Amino Acid Stimulus (GO:0071230)	1/35	0.09036158158919066	0.1925562274341087	0	0	11.049944506104328	26.563360328124432	LAMTOR1
Regulation Of Sodium Ion Transport (GO:0002028)	1/35	0.09036158158919066	0.1925562274341087	0	0	11.049944506104328	26.563360328124432	RANGRF
Lytic Vacuole Organization (GO:0080171)	1/36	0.09282190658441714	0.19408030802090592	0	0	10.733692722371968	25.514766917792368	LAMTOR1
tRNA Methylation (GO:0030488)	1/36	0.09282190658441714	0.19408030802090592	0	0	10.733692722371968	25.514766917792368	MTO1
Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283)	1/36	0.09282190658441714	0.19408030802090592	0	0	10.733692722371968	25.514766917792368	LCK
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	2/190	0.09324528765250228	0.19408030802090592	0	0	4.0421440261865795	9.590074644196399	LCK;ABCB7
Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649)	1/37	0.09527570001266539	0.19594877682712883	0	0	10.435010482180294	24.532506003993255	RANGRF
Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894)	1/37	0.09527570001266539	0.19594877682712883	0	0	10.435010482180294	24.532506003993255	MGAT5
Maturation Of SSU-rRNA (GO:0030490)	1/38	0.09772297891050055	0.19594877682712883	0	0	10.152473227944926	23.610780056259	NGDN
RNA 3'-End Processing (GO:0031123)	1/38	0.09772297891050055	0.19594877682712883	0	0	10.152473227944926	23.610780056259	INTS6
Amino Acid Catabolic Process (GO:0009063)	1/38	0.09772297891050055	0.19594877682712883	0	0	10.152473227944926	23.610780056259	KMO
Golgi Vesicle Transport (GO:0048193)	2/197	0.09909479556417512	0.19594877682712883	0	0	3.8956607495069036	9.005514637096475	RANGRF;COPG2
Organelle Transport Along Microtubule (GO:0072384)	1/39	0.10016376022168876	0.19594877682712883	0	0	9.88480635551142	22.74443362032508	COPG2
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	1/39	0.10016376022168876	0.19594877682712883	0	0	9.88480635551142	22.74443362032508	LCK
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)	1/39	0.10016376022168876	0.19594877682712883	0	0	9.88480635551142	22.74443362032508	LCK
Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062)	1/39	0.10016376022168876	0.19594877682712883	0	0	9.88480635551142	22.74443362032508	RANGRF
Nuclear Transport (GO:0051169)	1/39	0.10016376022168876	0.19594877682712883	0	0	9.88480635551142	22.74443362032508	NUP205
Organic Substance Transport (GO:0071702)	2/201	0.10248336765758874	0.19939698707291723	0	0	3.8165829145728645	8.694384876719992	RCAN3;CD3G
O-glycan Processing (GO:0016266)	1/41	0.10502589777658966	0.20110396831143806	0	0	9.389622641509433	21.159968270478103	GALNT7
