Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulatory T cell - Lymph Node	3/102	0.07884454120211871	0.6564671237691165	0	0	3.0938922907834825	7.859344039737048	CD4;CD3G;HLA-E
Inh L1 PAX6 MIR101-1 - Brain	3/102	0.07884454120211871	0.6564671237691165	0	0	3.0938922907834825	7.859344039737048	LAMP1;WDR1;HLA-E
Inh L2 PAX6 FREM2 - Brain	3/102	0.07884454120211871	0.6564671237691165	0	0	3.0938922907834825	7.859344039737048	A4GALT;HLA-E;TJP2
Oligo L2-6 OPALIN MAP6D1 - Brain	3/102	0.07884454120211871	0.6564671237691165	0	0	3.0938922907834825	7.859344039737048	FEZ1;SEMA3B;GPR62
endothelial - Small Intestine	3/103	0.08065052481686506	0.6564671237691165	0	0	3.06279792746114	7.71099184532774	SH3RF3;EPB41L3;PYGL
Myofibroblast cell - Respiratory System	3/103	0.08065052481686506	0.6564671237691165	0	0	3.06279792746114	7.71099184532774	CALD1;FSTL1;TBX2
Fat cell - Heart	3/103	0.08065052481686506	0.6564671237691165	0	0	3.06279792746114	7.71099184532774	HEATR5B;NUBPL;UBE4A
Epicardial adipocyte - Heart	3/103	0.08065052481686506	0.6564671237691165	0	0	3.06279792746114	7.71099184532774	HEATR5B;NUBPL;UBE4A
Exc L5 THEMIS RGPD6 - Brain	3/103	0.08065052481686506	0.6564671237691165	0	0	3.06279792746114	7.71099184532774	SLC24A2;FSTL1;MYLK
CD16-negative, CD56-bright Natural Killer cell - Blood	3/103	0.08065052481686506	0.6564671237691165	0	0	3.06279792746114	7.71099184532774	FCMR;CD6;CD3G
Mast cell - Kidney	3/103	0.08065052481686506	0.6564671237691165	0	0	3.06279792746114	7.71099184532774	CD3G;MS4A2;IL12RB1
Natural Killer cell - Respiratory System	3/104	0.0824744057027788	0.6564671237691165	0	0	3.0323192941055765	7.566447079735278	CXCR3;CD3G;IL12RB1
Mast cell - Uterus	3/104	0.0824744057027788	0.6564671237691165	0	0	3.0323192941055765	7.566447079735278	LAMP1;CALD1;MS4A2
CD1c-positive Myeloid Dendritic cell - Spleen	3/104	0.0824744057027788	0.6564671237691165	0	0	3.0323192941055765	7.566447079735278	RASSF4;EPB41L3;TLR2
T Follicular Regulatory Cell - Lymph Node	3/104	0.0824744057027788	0.6564671237691165	0	0	3.0323192941055765	7.566447079735278	CD4;CD3G;HLA-E
T cell - Lymph Node	3/104	0.0824744057027788	0.6564671237691165	0	0	3.0323192941055765	7.566447079735278	CD4;CD6;CD3G
Inh L1-6 LAMP5 AARD - Brain	3/104	0.0824744057027788	0.6564671237691165	0	0	3.0323192941055765	7.566447079735278	NUBPL;SBF2;ZNF101
CD8 naive - Bone Marrow	3/104	0.0824744057027788	0.6564671237691165	0	0	3.0323192941055765	7.566447079735278	GRK5;CD6;TCF20
CD8-positive, Alpha-Beta Memory T cell - Spleen	3/105	0.08431600965936008	0.6564671237691165	0	0	3.002438281011887	7.425580873662739	FCMR;CD4;ZBTB32
CD4-positive, Alpha-Beta Memory T cell - Spleen	3/105	0.08431600965936008	0.6564671237691165	0	0	3.002438281011887	7.425580873662739	FCMR;CD4;ZBTB32
CD8-positive, Alpha-Beta Memory T Cell, CD45RO-positive - Liver	3/106	0.08617516080530055	0.6564671237691165	0	0	2.973137481764676	7.288269841659508	CD6;CXCR3;IL12RB1
Early T Lineage precursor - Thoracic Thymus	3/106	0.08617516080530055	0.6564671237691165	0	0	2.973137481764676	7.288269841659508	FCMR;BTK;ZNF860
Double Negative Thymocyte 3 - Thoracic Thymus	3/106	0.08617516080530055	0.6564671237691165	0	0	2.973137481764676	7.288269841659508	CD6;CD3G;IKZF2
CD8aa(I) thymocyte - Thoracic Thymus	3/106	0.08617516080530055	0.6564671237691165	0	0	2.973137481764676	7.288269841659508	IL21R;CD3G;IKZF2
Common Lymphoid progenitor - Bone Marrow	3/106	0.08617516080530055	0.6564671237691165	0	0	2.973137481764676	7.288269841659508	CALD1;BCL2;DIP2C
CD4+ T - Small Intestine	3/107	0.08805168167093931	0.6564671237691165	0	0	2.944400159426066	7.154395800117609	FCMR;CD4;CD6
Double Negative Thymocyte 2 - Thoracic Thymus	3/107	0.08805168167093931	0.6564671237691165	0	0	2.944400159426066	7.154395800117609	CD6;CD3G;IKZF2
Thymic Plasmacytoid Dendritic cell - Thoracic Thymus	3/108	0.08994539323625932	0.6564671237691165	0	0	2.9162102146558104	7.023845503975086	BTK;HLA-E;ZNF860
T-helper 1 cell - Lymph Node	3/108	0.08994539323625932	0.6564671237691165	0	0	2.9162102146558104	7.023845503975086	CD4;CXCR3;CD3G
T-helper 2 cell - Lymph Node	3/108	0.08994539323625932	0.6564671237691165	0	0	2.9162102146558104	7.023845503975086	CD4;CXCR3;CD3G
Mast cell - Thoracic Thymus	3/110	0.0937836653439202	0.6646407587416954	0	0	2.8614110696818558	6.772286373091709	EGFL6;PDGFC;IL12RB1
T Follicular Helper cell - Thoracic Thymus	3/110	0.0937836653439202	0.6646407587416954	0	0	2.8614110696818558	6.772286373091709	NSUN5;SNRNP35;TMEM175
Splenic Littoral Cell - Spleen	3/112	0.0976885175800769	0.6735537578353478	0	0	2.80862290250511	6.532776135024911	CALD1;CACNA2D1;EPB41L3
Matrix Fibroblast 1/(Lipofibroblast) - Respiratory System	2/100	0.2568156107552619	0.6735537578353478	0	0	2.0730065221965073	2.818038680312099	EGFL6;TBX2
pericyte - Heart	2/100	0.2568156107552619	0.6735537578353478	0	0	2.0730065221965073	2.818038680312099	LBH;GSN
promyelocyte - Bone Marrow	2/100	0.2568156107552619	0.6735537578353478	0	0	2.0730065221965073	2.818038680312099	FUT7;TLR2
Afferent neuron - Liver	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	SEMA3B;TNFSF9
Plasmacytoid Dendritic cell - Liver	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	CD6;IL12RB1
Diffuse Bipolar 1 (DB1) - Eye	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	MFRP;KIR2DL4
ON-bipolar cell - Eye	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	CACNB1;CACNA2D1
Retinal Rod cell - Eye	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	MFRP;SLC16A12
Submucosal Gland Basal cells - Respiratory System	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	ALDH3B2;NLGN2
Basal Cells Of Terminal Ciliated Ducts Of Submucosal glands - Respiratory System	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	ALDH3B2;NLGN2
Adult Endothelial Progenitor cell - Respiratory System	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	EGFL6;AFF3
CD16-negative, CD56-bright Natural Killer cell - Respiratory System	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	CXCR3;KIR2DL4
megakaryocyte - Respiratory System	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	PITPNM2;CTNS
Melanocyte Of skin - Skin	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	BTK;C19ORF33
erythrocyte - Spleen	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	TMEM232;ZNF860
Dendritic Cell, human - Spleen	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	RASSF4;TLR2
Myofibroblast cell - Spleen	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	CALD1;MYLK
Schwann cell - Heart	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	GSN;SEMA3B
Dendritic cell - Pancreas	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	BTK;MS4A2
eosinophil - Blood	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	PYGL;MS4A2
basophil - Blood	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	PYGL;MS4A2
Immature B cell - Bone Marrow	2/101	0.2604471056423564	0.6735537578353478	0	0	2.051962928251588	2.760619586210708	FCMR;CD6
myofibroblast - Small Intestine	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	FSTL1;MYLK
myofibroblasts - Small Intestine	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	FSTL1;MYLK
CD4-positive, Alpha-Beta T cell - Liver	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	CD4;CD6
osteocyte - Knee	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	FSTL1;TBX2
osteoblast - Knee	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	FSTL1;TBX2
B Cell (Including Plasma cells) - Placenta	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	CD4;SEMA3B
Club cell - Respiratory System	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	ALOX15B;TLR2
Central Memory CD4-positive, Alpha-Beta T cell - Respiratory System	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	CXCR3;CD3G
Keratinocyte (Corneocyte) - Skin	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	IL22RA1;ALDH3B2
Endothelial cell - Skin	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	BTK;MS4A2
Uterine Dendritic cells - Uterus	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	TTC36;ZNF485
CD14-positive, CD16-low monocyte - Spleen	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	EPB41L3;TLR2
Smooth Muscle Cell Of The Coronary artery - Heart	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	LAMP1;WDR1
Vascular Associated Smooth Muscle cell - Heart	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	LAMP1;WDR1
Valve Interstitial cell - Heart	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	GSN;MTFR1L
Inh L1 LAMP5 BMP2 - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	CALD1;FSTL1
Inh L1-2 VIP EXPH5 - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	SLC24A2;KCNK10
Inh L1-3 VIP HSPB6 - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	UBE4A;SOCS5
Inh L2 VIP SLC6A16 - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	TMEM232;SACS
Inh L3-5 VIP IGDCC3 - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	RAET1E;FAM151B
Inh L1-5 VIP PHLDB3 - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	TMEM232;SACS
Inh L5-6 SST PIK3CD - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	EGFL6;KCNK10
Exc L6 FEZF2 PDYN - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	TMBIM1;HLA-E
Exc L6 FEZF2 PROKR2 - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	BEND3;FNBP1L
Exc L6 FEZF2 KLK7 - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	NEK9;TMCO3
Exc L5 FEZF2 PKD2L1 - Brain	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	SLC35A3;SBF2
Pericyte Cell Of bladder - Urinary Bladder	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	FAM151B;CPQ
Renal Interstitial pericyte - Kidney	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	KCNK10;CPQ
Mature NK T cell - Kidney	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	CD3G;IL12RB1
Plasmacytoid Dendritic Cell, human - Kidney	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	CD4;ZNF486
Precursor B cell - Bone Marrow	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	FCMR;CD6
Naive B cell - Bone Marrow	2/102	0.2640791571706615	0.6735537578353478	0	0	2.031340206185567	2.704742450601996	FCMR;CD6
CD8+ T - Small Intestine	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CD6;CD3G
CD8 TRm (Residence memory) - Liver	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	FCMR;CD6
Hepatic Pit cell - Liver	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CD6;MYLK
Wide Field cell - Eye	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	WDR1;RNF41
Serous Cell Of Epithelium Of Lobular bronchiole - Respiratory System	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	EGFL6;ALOX15B
Keratinocyte (Onychocyte) - Skin	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	ALDH3B2;C19ORF33
T-helper 1 cell - Skin	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CD4;CXCR3
Regulatory T cell - Skin	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CD4;CXCR3
Natural Killer cell - Skin	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CXCR3;BTK
Endothelial cell - Uterus	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	GSN;MYLK
SOX9+ Epithelial cell - Uterus	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	HMGB3;C19ORF33
Luminal Epithelial cell - Uterus	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	HMGB3;C9ORF64
Double-Positive, Alpha-Beta thymocyte - Thoracic Thymus	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CD4;CD3G
Splenic Red Pulp Stromal Cell - Spleen	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	TMBIM1;ENDOD1
CD8-positive, Alpha-Beta T cell - Spleen	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CD4;TJP2
Stromal Cell - Spleen	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	EPB41L3;PDGFC
DEC205+ DC - Spleen	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	NARS2;ENDOD1
Endothelial Cell Of Lymphatic vessel - Spleen	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CALD1;CACNA2D1
CD4-positive Helper T cell - Spleen	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CD4;TJP2
Effector CD8-positive, Alpha-Beta T cell - Spleen	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CD4;TJP2
fibroblast - Heart	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	GSN;MTFR1L
Cardiac Atrium fibroblast - Heart	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	GSN;MTFR1L
Cardiac Ventricle fibroblast - Heart	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	GSN;MTFR1L
Inh L1 SST P4HA3 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	UVRAG;UBE4A
Inh L1-2 VIP SCML4 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	KCNK10;CPQ
Inh L1-3 VIP CHRNA2 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	FAM151B;PNPLA4
Inh L3-5 VIP HS3ST3A1 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CPQ;ZNF813
Inh L2-5 VIP BSPRY - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	SLC24A2;KCNK10
Inh L3-6 VIP UG0898H09 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	WDR1;CTNS
Inh L5-6 SST DNAJC14 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	CPQ;MYLK
Inh L2-5 PVALB HHIPL1 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	NEK9;TMCO3
Inh L5-6 PVALB MEPE - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	SLC24A2;TMCO3
Exc L2-3 RORB CCDC68 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	FSTL1;MYLK
Exc L3-5 RORB LNX2 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	SLC35A3;MTO1
Exc L5-6 FEZF2 CFTR - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	IKZF2;SBF2
Exc L5 FEZF2 NREP-AS1 - Brain	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	PDGFC;FSTL1
CD14-positive monocyte - Bone Marrow	2/103	0.2677114075164323	0.6735537578353478	0	0	2.0111258548535265	2.650353592764388	RASSF4;TLR2
Endothelial Cell Of artery - Respiratory System	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	EGFL6;TJP2
Venous Endothelial cell - Respiratory System	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	EGFL6;NLGN2
CAP1 - Respiratory System	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	EGFL6;MCM10
Uterine Natural Killer cell - Uterus	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	WDR1;MYLK
Reticular Cell Of Splenic sinusoid - Spleen	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	CALD1;CACNA2D1
CD141-positive Myeloid Dendritic cell - Spleen	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	EPB41L3;PDGFC
Plasmacytoid Dendritic Cell, human - Spleen	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	PAPLN;CTNS
Endothelial Cell Of artery - Spleen	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	CALD1;EPB41L3
Vein Endothelial cell - Spleen	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	CALD1;EPB41L3
Mesothelial cell - Heart	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	WDR1;PES1
Plasma cell - Lymph Node	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	BTK;HLA-E
Exc L2-3 RORB PTPN3 - Brain	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	SLC24A2;FSTL1
Exc L3 THEMIS ENPEP - Brain	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	CACNA2D1;MYLK
Exc L5-6 THEMIS TNFAIP6 - Brain	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	CALD1;FSTL1
Kidney Interstitial fibroblast - Kidney	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	CPQ;SLC16A12
CD4 naive - Bone Marrow	2/104	0.2713435057625038	0.6735537578353478	0	0	1.9913078633515262	2.5974016638752047	CD6;CD3G
Stem cell - Small Intestine	2/105	0.2749751077614529	0.6735537578353478	0	0	1.9718746872184967	2.545837525451019	CALD1;FSTL1
Epithelial Stem cells - Small Intestine	2/105	0.2749751077614529	0.6735537578353478	0	0	1.9718746872184967	2.545837525451019	CALD1;FSTL1
Basal cell - Skin	2/105	0.2749751077614529	0.6735537578353478	0	0	1.9718746872184967	2.545837525451019	ALDH3B2;C19ORF33
Cardiac Muscle cell - Heart	2/105	0.2749751077614529	0.6735537578353478	0	0	1.9718746872184967	2.545837525451019	ASB11;MTFR1L
plasmablast - Lymph Node	2/105	0.2749751077614529	0.6735537578353478	0	0	1.9718746872184967	2.545837525451019	BTK;HLA-E
