Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Central Memory CD8-positive, Alpha-Beta T cell - Respiratory System	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	KLRK1;CD3D
Endothelial cell - Skin	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	PDE1B;BTK
Subcutaneous Fat cell - Skin	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	CRTAC1;BTK
Perivascular Support cell - Uterus	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	WDR1;MYLK
Uterine Dendritic cells - Uterus	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	TTC36;ZNF485
Mantle Zone B Cell - Spleen	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	FCER2;IGLL5
Inh L1-6 LAMP5 CA1 - Brain	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	PDE1B;MRO
Inh L1 PAX6 MIR101-1 - Brain	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	WDR1;SUCLG2
Exc L3-5 FEZF2 LINC01107 - Brain	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	MRO;SSTR2
B cell - Pancreas	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	PDE1B;CD3G
Pericyte Cell Of bladder - Urinary Bladder	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	FAM151B;CPQ
Parietal Epithelial cell - Kidney	2/102	0.22073805340247554	0.47457352093090877	0	0	2.307251461988304	3.485746039419235	RTP4;CPQ
CD8+ T - Small Intestine	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	CD3G;CD3D
Retinal Blood Vessel Endothelial cell - Eye	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	MYDGF;ATL3
Serous Cell Of Epithelium Of Lobular bronchiole - Respiratory System	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	IGLL5;CTSE
T-helper 1 cell - Skin	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	FASLG;CD3D
Natural Killer cell - Skin	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	BTK;CD3D
Group 3 Innate Lymphoid cell - Skin	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	LCK;CD3D
Plasma cell - Skin	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	SSTR2;IL12RB1
Endothelial cell - Uterus	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	AGAP3;MYLK
Luminal Epithelial cell - Uterus	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	HMGB3;C9ORF64
Unswitched Memory B cell - Thoracic Thymus	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	BLNK;CCR6
Class Switched Memory B cell - Thoracic Thymus	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	BLNK;CCR6
Inh L1-2 VIP PTGER3 - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	PPP2R3A;SBF2
Inh L1-3 VIP CHRNA2 - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	FAM151B;SUGT1
Inh L3-5 VIP HS3ST3A1 - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	NUP107;CPQ
Inh L5-6 VIP COL4A3 - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	PPP2R3A;SBF2
Inh L1-5 VIP LINC01013 - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	SBF2;MTO1
Inh L5 PVALB LRIG3 - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	SBF2;MTO1
Exc L2 LAMP5 KCNG3 - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	PDE1B;SSTR2
Exc L6 THEMIS SLN - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	PDE1B;SSTR2
Exc L6 FEZF2 POGK - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	NUP107;CDCA7L
Exc L5 FEZF2 RNF144A-AS1 - Brain	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	FAM151B;MTO1
Memory B cell - Blood	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	IGLL5;LCK
B cell - Kidney	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	IGLL5;CD3D
Mast cell - Kidney	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	CD3G;IL12RB1
Immature Conventional Dendritic cell - Bone Marrow	2/103	0.22391859799760122	0.47457352093090877	0	0	2.2842915870534424	3.4183799873750593	PDE1B;LCK
Endothelial cell - Placenta	2/104	0.22710272202078732	0.47457352093090877	0	0	2.261781905744754	3.352758840356458	TRABD;AGAP3
Placental Microvascular Endothelial Cells - Placenta	2/104	0.22710272202078732	0.47457352093090877	0	0	2.261781905744754	3.352758840356458	TRABD;AGAP3
Interstitial macrophage - Respiratory System	2/104	0.22710272202078732	0.47457352093090877	0	0	2.261781905744754	3.352758840356458	IGLL5;PDE1B
T Follicular Helper cell - Spleen	2/104	0.22710272202078732	0.47457352093090877	0	0	2.261781905744754	3.352758840356458	LCK;CD3D
Mesothelial cell - Heart	2/104	0.22710272202078732	0.47457352093090877	0	0	2.261781905744754	3.352758840356458	WDR1;PES1
Exc L5 THEMIS SLC22A18 - Brain	2/104	0.22710272202078732	0.47457352093090877	0	0	2.261781905744754	3.352758840356458	SUGT1;MYLK
