Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Protein Deacylation (GO:0035601)	2/20	0.006734529108868724	0.2269785736692792	0	0	18.0856102003643	90.43722743397821	ABHD17B;SIRT5
protein-DNA Complex Disassembly (GO:0032986)	2/20	0.006734529108868724	0.2269785736692792	0	0	18.0856102003643	90.43722743397821	SMARCB1;SMARCD3
Positive Regulation Of Interleukin-1 Production (GO:0032732)	3/64	0.007360384862452653	0.23745822510641684	0	0	8.053786749762905	39.557325768120435	P2RX7;TMED10;IFNG
Golgi Vesicle Transport (GO:0048193)	5/197	0.007717379545725152	0.23745822510641684	0	0	4.307598039215686	20.95336475480143	TMED10;YIPF4;RAB12;RANGRF;WHAMM
NAD Metabolic Process (GO:0019674)	2/22	0.008121897105125842	0.23745822510641684	0	0	16.275409836065574	78.33666458241862	QPRT;KMO
Natural Killer Cell Mediated Immunity (GO:0002228)	2/22	0.008121897105125842	0.23745822510641684	0	0	16.275409836065574	78.33666458241862	KLRK1;TUBB2A
Extrinsic Apoptotic Signaling Pathway (GO:0097191)	3/67	0.008350179344401472	0.23745822510641684	0	0	7.675103305785124	36.728993977654945	P2RX7;IFNG;DIABLO
Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717)	2/24	0.009626088093393763	0.25763941661730366	0	0	14.794336810730254	68.69422391253094	KLRK1;KIR2DL4
Natural Killer Cell Mediated Cytotoxicity (GO:0042267)	2/24	0.009626088093393763	0.25763941661730366	0	0	14.794336810730254	68.69422391253094	KLRK1;TUBB2A
Import Into Nucleus (GO:0051170)	3/74	0.010951659014838848	0.26631753532083424	0	0	6.915958561285065	31.220465013243807	NUP107;BCL3;RANGRF
Regulation Of Nucleotide-Excision Repair (GO:2000819)	2/26	0.01124404952008179	0.26631753532083424	0	0	13.560109289617486	60.856634450440026	SMARCB1;SMARCD3
Positive Regulation Of Monooxygenase Activity (GO:0032770)	2/26	0.01124404952008179	0.26631753532083424	0	0	13.560109289617486	60.856634450440026	FCER2;IFNG
Positive Regulation Of Cytoskeleton Organization (GO:0051495)	3/79	0.013065586960080356	0.26631753532083424	0	0	6.45933014354067	28.01911083291832	P2RX7;CDC42EP5;WHAMM
Protein Import Into Nucleus (GO:0006606)	3/79	0.013065586960080356	0.26631753532083424	0	0	6.45933014354067	28.01911083291832	NUP107;BCL3;RANGRF
Alpha-Amino Acid Catabolic Process (GO:1901606)	2/29	0.013877772713033934	0.26631753532083424	0	0	12.051608986035216	51.55035737424591	MCCC1;KMO
Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	2/30	0.014809355315659392	0.26631753532083424	0	0	11.620608899297423	48.95177062069236	MRPS11;TSR1
Receptor Signaling Pathway Via STAT (GO:0097696)	2/31	0.01576717419047907	0.26631753532083424	0	0	11.219332956472583	46.5582693172924	IFNG;STAT4
Establishment Of Protein Localization To Organelle (GO:0072594)	3/85	0.015889134085400852	0.26631753532083424	0	0	5.984882080225761	24.790098530630846	NUP107;BCL3;RANGRF
Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)	3/86	0.016390436519768216	0.26631753532083424	0	0	5.912476351687743	24.306528790465403	SMARCB1;SMARCD3;ERCC3
Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099)	2/32	0.016750873704151216	0.26631753532083424	0	0	10.844808743169398	44.34772910604056	SMARCB1;SMARCD3
Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	2/32	0.016750873704151216	0.26631753532083424	0	0	10.844808743169398	44.34772910604056	KLRK1;KIR2DL4
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)	2/33	0.017760101564560676	0.26631753532083424	0	0	10.494447382337388	42.301027142603964	IFNG;ADRB2
Positive Regulation Of Small Molecule Metabolic Process (GO:0062013)	2/33	0.017760101564560676	0.26631753532083424	0	0	10.494447382337388	42.301027142603964	P2RX7;IFNG
Regulation Of G0 To G1 Transition (GO:0070316)	2/33	0.017760101564560676	0.26631753532083424	0	0	10.494447382337388	42.301027142603964	SMARCB1;SMARCD3
Regulation Of Amyloid-Beta Formation (GO:1902003)	2/33	0.017760101564560676	0.26631753532083424	0	0	10.494447382337388	42.301027142603964	TMED10;IFNG
Positive Regulation Of Programmed Cell Death (GO:0043068)	5/245	0.018381298451215524	0.26631753532083424	0	0	3.4376750700280114	13.738398627806411	FCER2;IFNG;ERCC3;DIABLO;GZMA
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)	2/34	0.01879450878530435	0.26631753532083424	0	0	10.165983606557377	40.40155585559051	P2RX7;IFNG
Purine Nucleotide Metabolic Process (GO:0006163)	2/34	0.01879450878530435	0.26631753532083424	0	0	10.165983606557377	40.40155585559051	QPRT;KMO
Regulation Of Sodium Ion Transport (GO:0002028)	2/35	0.019853749670191247	0.26631753532083424	0	0	9.857426726279185	38.6348275675094	P2RX7;RANGRF
Macrophage Activation (GO:0042116)	2/35	0.019853749670191247	0.26631753532083424	0	0	9.857426726279185	38.6348275675094	FCER2;IFNG
Positive Regulation Of Signaling Receptor Activity (GO:2000273)	2/36	0.020937481778832794	0.26631753532083424	0	0	9.56702025072324	36.98815088118229	IFNG;ADRB2
Receptor Signaling Pathway Via JAK-STAT (GO:0007259)	2/36	0.020937481778832794	0.26631753532083424	0	0	9.56702025072324	36.98815088118229	IFNG;STAT4
Amino Acid Catabolic Process (GO:0009063)	2/38	0.023177066032167567	0.26631753532083424	0	0	9.034608378870674	34.0116146279468	MCCC1;KMO
Positive Regulation Of Myoblast Differentiation (GO:0045663)	2/38	0.023177066032167567	0.26631753532083424	0	0	9.034608378870674	34.0116146279468	SMARCB1;SMARCD3
Maturation Of SSU-rRNA (GO:0030490)	2/38	0.023177066032167567	0.26631753532083424	0	0	9.034608378870674	34.0116146279468	MRPS11;TSR1
Nuclear Transport (GO:0051169)	2/39	0.024332249347456644	0.26631753532083424	0	0	8.789986708019494	32.66317461963934	NUP205;NUP107
Positive Regulation Of Lymphocyte Differentiation (GO:0045621)	2/39	0.024332249347456644	0.26631753532083424	0	0	8.789986708019494	32.66317461963934	SMARCB1;SMARCD3
Regulation Of Glycolytic Process (GO:0006110)	2/40	0.02551058617115038	0.26631753532083424	0	0	8.558239861949957	31.397287391463276	P2RX7;IFNG
Lysosomal Transport (GO:0007041)	3/105	0.02759902601569203	0.26631753532083424	0	0	4.8065143412737	17.25526534259375	AP1G1;RAB12;M6PR
Positive Regulation Of Autophagy (GO:0010508)	3/107	0.0289652205979106	0.26631753532083424	0	0	4.7136045772409405	16.69398223436117	IFNG;PIK3C2A;PAFAH1B2
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	2/44	0.030448984005520527	0.26631753532083424	0	0	7.741608118657299	27.03139359382692	LCK;HLA-DOA
COPI Coating Of Golgi Vesicle (GO:0048205)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	TMED10
COPI-coated Vesicle Budding (GO:0035964)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	TMED10
Golgi Transport Vesicle Coating (GO:0048200)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	TMED10
RNA Decapping (GO:0110154)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	DCPS
T-helper 1 Cell Differentiation (GO:0045063)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	STAT4
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	DIABLO
Attachment Of GPI Anchor To Protein (GO:0016255)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	PIGK
Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway (GO:0035872)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	RNF34
Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	DPH5
Peptidyl-Diphthamide Metabolic Process (GO:0017182)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	DPH5
Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	IFNG
Regulation Of Vitamin D Biosynthetic Process (GO:0060556)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	IFNG
succinyl-CoA Catabolic Process (GO:1901289)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	SUCLG2
Female Gonad Development (GO:0008585)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	NUP107
Positive Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034767)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	P2RX7
interleukin-17A-mediated Signaling Pathway (GO:0038173)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	TRAF3IP2
Protein C-linked Glycosylation Via 2'-alpha-mannosyl-L-tryptophan (GO:0018406)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	DPY19L4
Protein C-linked Glycosylation Via Tryptophan (GO:0018317)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	DPY19L4
Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)	1/5	0.030620812373257762	0.26631753532083424	0	0	40.390243902439025	140.8034339839893	IFNG
Modification-Dependent Protein Catabolic Process (GO:0019941)	4/192	0.031720679369224736	0.26631753532083424	0	0	3.4907801418439717	12.0459368648994	RNF144B;HERC3;RNF34;KCTD6
I-kappaB kinase/NF-kappaB Signaling (GO:0007249)	2/45	0.03173825182725688	0.26631753532083424	0	0	7.561189477697293	26.087862758180062	NKIRAS2;BCL3
Vacuolar Transport (GO:0007034)	2/46	0.03304875989608712	0.26631753532083424	0	0	7.388971684053652	25.194703107790918	AP1G1;M6PR
Positive Regulation Of Lymphocyte Activation (GO:0051251)	2/47	0.034380199889437434	0.26631753532083424	0	0	7.224408014571949	24.348237855708277	LCK;HLA-DOA
Regulation Of T Cell Differentiation (GO:0045580)	2/47	0.034380199889437434	0.26631753532083424	0	0	7.224408014571949	24.348237855708277	SMARCB1;SMARCD3
Regulation Of DNA Binding (GO:0051101)	2/48	0.03573226644999248	0.26631753532083424	0	0	7.066999287241625	23.54512983799638	GZMA;RNF220
CENP-A Containing Chromatin Assembly (GO:0034080)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	CENPI
Regulation Of Ketone Biosynthetic Process (GO:0010566)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	SIRT5
Actin Filament Reorganization (GO:0090527)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	WHAMM
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I (GO:0019885)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	ERAP2
Regulation Of Natural Killer Cell Chemotaxis (GO:2000501)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	KLRK1
Regulation Of Natural Killer Cell Cytokine Production (GO:0002727)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	KIR2DL4
Bleb Assembly (GO:0032060)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	P2RX7
Parallel Actin Filament Bundle Assembly (GO:0030046)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	ESPN
Peptidyl-Arginine Modification (GO:0018195)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	NDUFAF5
Regulation Of Vitamin D Receptor Signaling Pathway (GO:0070562)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	RXRB
Chromatin Remodeling At Centromere (GO:0031055)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	CENPI
Development Of Primary Female Sexual Characteristics (GO:0046545)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	NUP107
Positive Regulation Of Interleukin-23 Production (GO:0032747)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	IFNG
Transcription-Dependent Tethering Of RNA Polymerase II Gene DNA At Nuclear Periphery (GO:0000972)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	NUP107
Positive Regulation Of Mitophagy (GO:1901526)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	SLC25A4
Positive Regulation Of Multicellular Organism Growth (GO:0040018)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	PPIB
Positive Regulation Of Natural Killer Cell Cytokine Production (GO:0002729)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	KIR2DL4
Vascular Associated Smooth Muscle Contraction (GO:0014829)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	PIK3C2A
Vesicle Fusion With Golgi Apparatus (GO:0048280)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	YIPF4
Leucine Metabolic Process (GO:0006551)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	MCCC1
Metanephric Nephron Tubule Development (GO:0072234)	1/6	0.036632447786472476	0.26631753532083424	0	0	32.31056910569106	106.84526455648567	POU3F3
Nucleocytoplasmic Transport (GO:0006913)	2/50	0.03849707242876802	0.26631753532083424	0	0	6.771857923497268	22.05711333941876	NUP205;NUP107
Regulation Of Smoothened Signaling Pathway (GO:0008589)	2/51	0.03990921566444039	0.26631753532083424	0	0	6.633322181331549	21.36691256214066	RORA;KCTD6
Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377)	2/51	0.03990921566444039	0.26631753532083424	0	0	6.633322181331549	21.36691256214066	IFNG;RANGRF
Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)	2/51	0.03990921566444039	0.26631753532083424	0	0	6.633322181331549	21.36691256214066	IFNG;RANGRF
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	3/122	0.04033025435115365	0.26631753532083424	0	0	4.116327522744635	13.216100805626715	FCER2;IFNG;BCL3
Protein Localization To Nucleus (GO:0034504)	3/122	0.04033025435115365	0.26631753532083424	0	0	4.116327522744635	13.216100805626715	NUP107;BCL3;RANGRF
Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261)	2/52	0.041340793044139866	0.26631753532083424	0	0	6.500327868852459	20.709430578650444	MED12;MED9
ADP Transport (GO:0015866)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	SLC25A4
Regulation Of Cytoplasmic Translational Elongation (GO:1900247)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	DPH5
Regulation Of Endodeoxyribonuclease Activity (GO:0032071)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	GZMA
Regulation Of Mitophagy (GO:1901524)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	SLC25A4
Neuroepithelial Cell Differentiation (GO:0060563)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	TUBB2A
Benzene-Containing Compound Metabolic Process (GO:0042537)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	KMO
Plasma Membrane Phospholipid Scrambling (GO:0017121)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	P2RX7
Positive Regulation By Host Of Viral Genome Replication (GO:0044829)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	PPIB
Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA (GO:0000290)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	DCPS
siRNA Processing (GO:0030422)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	TSN
tRNA Aminoacylation For Mitochondrial Protein Translation (GO:0070127)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	TARS2
Tryptophan Catabolic Process (GO:0006569)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	KMO
Tryptophan Metabolic Process (GO:0006568)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	KMO
Hair Cell Differentiation (GO:0035315)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	ERCC3
Positive Regulation Of Steroid Biosynthetic Process (GO:0010893)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	IFNG
Macromolecule Depalmitoylation (GO:0098734)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	ABHD17B
Protein Depalmitoylation (GO:0002084)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	ABHD17B
Negative Regulation Of Amyloid-Beta Clearance (GO:1900222)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	IFNG
Regulation Of Cardiac Muscle Cell Action Potential Involved In Regulation Of Contraction (GO:0098909)	1/7	0.04260710238279735	0.26631753532083424	0	0	26.92411924119241	84.96536704450101	RANGRF
Vesicle-Mediated Transport (GO:0016192)	6/411	0.04301574215281042	0.26631753532083424	0	0	2.4445699937225362	7.691079550839917	TMED10;AP1G1;RAB12;M6PR;ADRB2;PIK3C2A
Negative Regulation Of Protein Ubiquitination (GO:0031397)	2/54	0.04426108919159823	0.26631753532083424	0	0	6.249684741488021	19.484325482784392	BAG2;BUB3
Regulation Of Myoblast Differentiation (GO:0045661)	2/54	0.04426108919159823	0.26631753532083424	0	0	6.249684741488021	19.484325482784392	SMARCB1;SMARCD3
Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	2/56	0.04725566671802766	0.26631753532083424	0	0	6.017607771706133	18.366838346376078	MED12;MED9
Positive Regulation Of Cellular Metabolic Process (GO:0031325)	2/56	0.04725566671802766	0.26631753532083424	0	0	6.017607771706133	18.366838346376078	IFNG;KIR2DL4
Regulation Of Interleukin-23 Production (GO:0032667)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	IFNG
Negative Regulation Of Systemic Arterial Blood Pressure (GO:0003085)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	ADRB2
Nicotinamide Nucleotide Biosynthetic Process (GO:0019359)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	QPRT
Regulation Of Rhodopsin Mediated Signaling Pathway (GO:0022400)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	NMT2
Regulation Of Sterol Biosynthetic Process (GO:0106118)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	SEC14L2
Positive Regulation Of Calcium Ion Transport Into Cytosol (GO:0010524)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	P2RX7
Ribonucleoside Bisphosphate Catabolic Process (GO:0034031)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	SUCLG2
Positive Regulation Of Chromatin Binding (GO:0035563)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	MED9
succinyl-CoA Metabolic Process (GO:0006104)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	SUCLG2
Transcription-Coupled Nucleotide-Excision Repair (GO:0006283)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	ERCC3
Positive Regulation Of Smooth Muscle Cell Apoptotic Process (GO:0034393)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	IFNG
Interleukin-12-Mediated Signaling Pathway (GO:0035722)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	STAT4
Kynurenine Metabolic Process (GO:0070189)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	KMO
Purine Nucleoside Bisphosphate Catabolic Process (GO:0034034)	1/8	0.048545001420476706	0.26631753532083424	0	0	23.076655052264808	69.81297485230687	SUCLG2
Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260)	2/57	0.04878010619237261	0.26631753532083424	0	0	5.907898658718331	17.844410351616716	MED12;MED9
Endosome To Lysosome Transport (GO:0008333)	2/57	0.04878010619237261	0.26631753532083424	0	0	5.907898658718331	17.844410351616716	RAB12;M6PR
Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)	2/57	0.04878010619237261	0.26631753532083424	0	0	5.907898658718331	17.844410351616716	P2RX7;IFNG
Membrane Lipid Biosynthetic Process (GO:0046467)	2/57	0.04878010619237261	0.26631753532083424	0	0	5.907898658718331	17.844410351616716	ORMDL2;KDSR
Positive Regulation Of Proteolysis (GO:0045862)	2/59	0.05188190076928119	0.26631753532083424	0	0	5.7000287604256545	16.865161205609017	IFNG;BAG2
Protein-Containing Complex Assembly (GO:0065003)	5/328	0.053652526753117505	0.26631753532083424	0	0	2.543512761141608	7.4403514763723155	P2RX7;TMED10;SRPRB;ADRB2;PIK3C2A
Apoptotic Process (GO:0006915)	4/228	0.05366448408771504	0.26631753532083424	0	0	2.924404761904762	8.553895253813762	IFNG;ERCC3;DIABLO;GZMA
Regulation Of Ceramide Biosynthetic Process (GO:2000303)	1/9	0.05444636891138708	0.26631753532083424	0	0	20.191056910569106	58.76686098179612	ORMDL2
Negative Regulation Of Necroptotic Process (GO:0060546)	1/9	0.05444636891138708	0.26631753532083424	0	0	20.191056910569106	58.76686098179612	SLC25A4
T-helper 1 Type Immune Response (GO:0042088)	1/9	0.05444636891138708	0.26631753532083424	0	0	20.191056910569106	58.76686098179612	STAT4
Cell Differentiation Involved In Metanephros Development (GO:0072202)	1/9	0.05444636891138708	0.26631753532083424	0	0	20.191056910569106	58.76686098179612	POU3F3
Regulation Of Tau-Protein Kinase Activity (GO:1902947)	1/9	0.05444636891138708	0.26631753532083424	0	0	20.191056910569106	58.76686098179612	IFNG
Telomere Maintenance Via Recombination (GO:0000722)	1/9	0.05444636891138708	0.26631753532083424	0	0	20.191056910569106	58.76686098179612	NSMCE2
Type II Interferon-Mediated Signaling Pathway (GO:0060333)	1/9	0.05444636891138708	0.26631753532083424	0	0	20.191056910569106	58.76686098179612	IFNG
Vasoconstriction (GO:0042310)	1/9	0.05444636891138708	0.26631753532083424	0	0	20.191056910569106	58.76686098179612	PIK3C2A
